inst#,actual,predicted,error,prediction
914,1:1,1:1,,0.845
915,1:1,1:1,,0.845
916,1:1,1:1,,0.841
917,1:1,1:1,,0.845
918,1:1,1:1,,0.843
919,1:1,1:1,,0.836
920,1:1,1:1,,0.836
921,1:1,1:1,,0.845
922,1:1,1:1,,0.845
923,1:1,1:1,,0.841
924,1:1,1:1,,0.845
925,1:1,1:1,,0.842
926,1:1,1:1,,0.836
927,1:1,1:1,,0.845
928,1:1,1:1,,0.845
929,1:1,1:1,,0.845
930,1:1,1:1,,0.842
931,1:1,1:1,,0.845
932,1:1,1:1,,0.843
933,1:1,1:1,,0.835
934,1:1,1:1,,0.845
935,1:1,1:1,,0.845
936,1:1,1:1,,0.845
937,1:1,1:1,,0.842
938,1:1,1:1,,0.845
939,1:1,1:1,,0.842
940,1:1,1:1,,0.845
941,1:1,1:1,,0.845
942,1:1,1:1,,0.845
943,1:1,1:1,,0.845
944,1:1,1:1,,0.842
945,1:1,1:1,,0.845
946,1:1,1:1,,0.842
947,1:1,1:1,,0.833
948,1:1,1:1,,0.845
949,1:1,1:1,,0.844
950,1:1,1:1,,0.845
951,1:1,1:1,,0.842
952,1:1,1:1,,0.833
953,1:1,1:1,,0.834
954,1:1,1:1,,0.832
955,1:1,1:1,,0.845
956,1:1,1:1,,0.842
957,1:1,1:1,,0.828
958,1:1,1:1,,0.83
959,1:1,1:1,,0.844
960,1:1,1:1,,0.844
961,1:1,1:1,,0.844
962,1:1,1:1,,0.825
963,1:1,1:1,,0.844
964,1:1,1:1,,0.844
965,1:1,1:1,,0.845
966,1:1,1:1,,0.82
967,1:1,1:1,,0.844
968,1:1,1:1,,0.838
969,1:1,1:1,,0.822
970,1:1,1:1,,0.827
971,1:1,1:1,,0.831
972,1:1,1:1,,0.834
973,1:1,1:1,,0.811
974,1:1,2:0,+,0.654
975,1:1,2:0,+,0.603
976,1:1,1:1,,0.828
977,1:1,1:1,,0.821
978,1:1,1:1,,0.827
979,1:1,1:1,,0.833
980,1:1,1:1,,0.834
981,1:1,1:1,,0.801
982,1:1,1:1,,0.845
983,1:1,1:1,,0.831
984,1:1,1:1,,0.817
985,1:1,1:1,,0.825
986,1:1,1:1,,0.829
987,1:1,1:1,,0.836
988,1:1,1:1,,0.796
989,1:1,1:1,,0.845
990,1:1,1:1,,0.838
991,1:1,1:1,,0.812
992,1:1,1:1,,0.814
993,1:1,1:1,,0.83
994,1:1,1:1,,0.834
995,1:1,1:1,,0.804
996,1:1,1:1,,0.628
997,1:1,1:1,,0.815
998,1:1,1:1,,0.6
999,1:1,1:1,,0.814
1000,1:1,1:1,,0.845
1001,1:1,1:1,,0.827
1002,1:1,1:1,,0.584
1003,1:1,1:1,,0.749
1004,1:1,1:1,,0.83
1005,1:1,1:1,,0.844
1006,1:1,1:1,,0.677
1007,1:1,1:1,,0.686
1008,1:1,1:1,,0.817
1009,1:1,1:1,,0.534
1010,1:1,1:1,,0.783
1011,1:1,1:1,,0.559
1012,1:1,1:1,,0.752
1013,1:1,2:0,+,0.505
1014,1:1,1:1,,0.72
1015,1:1,1:1,,0.755
1016,1:1,1:1,,0.543
1017,1:1,1:1,,0.666
1018,1:1,1:1,,0.82
1019,1:1,1:1,,0.535
1020,1:1,1:1,,0.775
1021,1:1,1:1,,0.566
1022,1:1,1:1,,0.657
1023,1:1,1:1,,0.816
1024,1:1,2:0,+,0.545
1025,1:1,1:1,,0.733
1026,1:1,1:1,,0.538
1027,1:1,1:1,,0.798
1028,1:1,1:1,,0.764
1029,1:1,1:1,,0.773
1030,1:1,1:1,,0.648
1031,1:1,1:1,,0.807
1032,1:1,2:0,+,0.607
1033,1:1,1:1,,0.8
1034,1:1,1:1,,0.841
1035,1:1,1:1,,0.843
1036,1:1,1:1,,0.821
1037,1:1,1:1,,0.842
1038,1:1,1:1,,0.842
1039,1:1,1:1,,0.844
1040,1:1,1:1,,0.834
1041,1:1,1:1,,0.843
1042,1:1,1:1,,0.842
1043,1:1,1:1,,0.844
1044,1:1,1:1,,0.838
1045,1:1,1:1,,0.843
1046,1:1,1:1,,0.843
1047,1:1,1:1,,0.844
1048,1:1,1:1,,0.839
1049,1:1,1:1,,0.844
1050,1:1,1:1,,0.843
1051,1:1,1:1,,0.844
1052,1:1,1:1,,0.838
1053,1:1,1:1,,0.844
1054,1:1,1:1,,0.844
1055,1:1,1:1,,0.844
1056,1:1,1:1,,0.838
1057,1:1,1:1,,0.844
1058,1:1,1:1,,0.844
1059,1:1,1:1,,0.843
1060,1:1,1:1,,0.844
1061,1:1,1:1,,0.844
1062,1:1,1:1,,0.841
1063,1:1,1:1,,0.845
1064,1:1,1:1,,0.596
1065,1:1,1:1,,0.844
1066,1:1,1:1,,0.844
1067,1:1,1:1,,0.842
1068,1:1,1:1,,0.845
1069,1:1,1:1,,0.586
1070,1:1,1:1,,0.844
1071,1:1,1:1,,0.844
1072,1:1,1:1,,0.841
1073,1:1,1:1,,0.844
1074,1:1,1:1,,0.844
1075,1:1,1:1,,0.844
1076,1:1,1:1,,0.844
1077,1:1,1:1,,0.843
1078,1:1,1:1,,0.843
1079,1:1,1:1,,0.844
1080,1:1,1:1,,0.839
1081,1:1,2:0,+,0.654
1082,1:1,1:1,,0.619
1083,1:1,1:1,,0.715
1084,1:1,1:1,,0.768
1085,1:1,1:1,,0.801
1086,1:1,1:1,,0.786
1087,1:1,1:1,,0.807
1088,1:1,1:1,,0.828
1089,1:1,1:1,,0.828
1090,1:1,1:1,,0.833
1091,1:1,1:1,,0.84
1092,1:1,1:1,,0.839
1093,1:1,1:1,,0.841
1094,1:1,1:1,,0.843
1095,1:1,1:1,,0.843
1096,1:1,1:1,,0.843
1097,1:1,1:1,,0.843
1098,1:1,1:1,,0.844
1099,1:1,1:1,,0.719
1100,1:1,1:1,,0.726
1101,1:1,1:1,,0.564
1102,1:1,1:1,,0.844
1103,1:1,1:1,,0.844
1104,1:1,1:1,,0.844
1105,1:1,1:1,,0.844
1106,1:1,1:1,,0.844
1107,1:1,1:1,,0.844
1108,1:1,1:1,,0.844
1109,1:1,1:1,,0.844
1110,1:1,2:0,+,0.652
1111,1:1,1:1,,0.511
1112,1:1,2:0,+,0.58
1113,1:1,1:1,,0.578
1114,1:1,1:1,,0.815
1115,1:1,1:1,,0.822
1116,1:1,1:1,,0.844
1117,1:1,1:1,,0.844
1118,1:1,1:1,,0.844
1119,1:1,1:1,,0.832
1120,1:1,2:0,+,0.647
1121,1:1,1:1,,0.594
1122,1:1,1:1,,0.833
1123,1:1,1:1,,0.698
1124,1:1,1:1,,0.694
1125,1:1,1:1,,0.832
1126,1:1,1:1,,0.844
1127,1:1,1:1,,0.844
1128,1:1,1:1,,0.844
1129,1:1,1:1,,0.844
1130,1:1,1:1,,0.844
1131,1:1,1:1,,0.844
1132,1:1,1:1,,0.845
1133,1:1,1:1,,0.844
1134,1:1,1:1,,0.844
1135,1:1,1:1,,0.842
1136,1:1,1:1,,0.844
1137,1:1,1:1,,0.835
1138,1:1,1:1,,0.828
1139,1:1,1:1,,0.844
1140,1:1,1:1,,0.844
1141,1:1,1:1,,0.844
1142,1:1,1:1,,0.844
1143,1:1,1:1,,0.843
1144,1:1,1:1,,0.844
1145,1:1,2:0,+,0.656
1146,1:1,1:1,,0.702
1147,1:1,2:0,+,0.717
1148,1:1,1:1,,0.605
1149,1:1,1:1,,0.84
1150,1:1,1:1,,0.78
1151,1:1,1:1,,0.68
1152,1:1,1:1,,0.84
1153,1:1,1:1,,0.841
1154,1:1,1:1,,0.842
1155,1:1,2:0,+,0.66
1156,1:1,2:0,+,0.533
1157,1:1,2:0,+,0.73
1158,1:1,1:1,,0.832
1159,1:1,1:1,,0.691
1160,1:1,1:1,,0.521
1161,1:1,2:0,+,0.53
1162,1:1,1:1,,0.702
1163,1:1,1:1,,0.648
1164,1:1,1:1,,0.592
1165,1:1,2:0,+,0.818
1166,1:1,1:1,,0.564
1167,1:1,1:1,,0.672
1168,1:1,1:1,,0.777
1169,1:1,1:1,,0.604
1170,1:1,1:1,,0.586
1171,1:1,1:1,,0.514
1172,1:1,1:1,,0.518
1173,1:1,1:1,,0.53
1174,1:1,1:1,,0.615
1175,1:1,1:1,,0.544
1176,1:1,1:1,,0.791
1177,1:1,1:1,,0.812
1178,1:1,2:0,+,0.536
1179,1:1,1:1,,0.538
1180,1:1,1:1,,0.812
1181,1:1,1:1,,0.611
1182,1:1,1:1,,0.73
1183,1:1,1:1,,0.744
1184,1:1,1:1,,0.747
1185,1:1,1:1,,0.751
1186,1:1,1:1,,0.78
1187,1:1,1:1,,0.797
1188,1:1,1:1,,0.801
1189,1:1,1:1,,0.812
1190,1:1,1:1,,0.822
1191,1:1,1:1,,0.54
1192,1:1,1:1,,0.578
1193,1:1,1:1,,0.83
1194,1:1,1:1,,0.837
1195,1:1,1:1,,0.834
1196,1:1,1:1,,0.81
1197,1:1,1:1,,0.585
1198,1:1,1:1,,0.571
1199,1:1,1:1,,0.797
1200,1:1,1:1,,0.823
1201,1:1,1:1,,0.772
1202,1:1,1:1,,0.801
1203,1:1,1:1,,0.803
1204,1:1,1:1,,0.807
1205,1:1,1:1,,0.749
1206,1:1,1:1,,0.792
1207,1:1,1:1,,0.522
1208,1:1,1:1,,0.61
1209,1:1,1:1,,0.765
1210,1:1,1:1,,0.82
1211,1:1,1:1,,0.778
1212,1:1,1:1,,0.792
1213,1:1,1:1,,0.809
1214,1:1,1:1,,0.806
1215,1:1,1:1,,0.767
1216,1:1,1:1,,0.801
1217,1:1,1:1,,0.53
1218,1:1,1:1,,0.725
1219,1:1,1:1,,0.835
1220,1:1,1:1,,0.583
1221,1:1,1:1,,0.769
1222,1:1,1:1,,0.772
1223,1:1,2:0,+,0.731
1224,1:1,1:1,,0.512
1225,1:1,2:0,+,0.769
1226,1:1,1:1,,0.533
1227,1:1,1:1,,0.638
1228,1:1,1:1,,0.794
1229,1:1,1:1,,0.843
1230,1:1,1:1,,0.824
1231,1:1,1:1,,0.819
1232,1:1,1:1,,0.572
1233,1:1,2:0,+,0.711
1234,1:1,1:1,,0.844
1235,1:1,1:1,,0.817
1236,1:1,1:1,,0.713
1237,1:1,1:1,,0.845
1238,1:1,1:1,,0.842
1239,1:1,1:1,,0.818
1240,1:1,1:1,,0.844
1241,1:1,1:1,,0.842
1242,1:1,1:1,,0.844
1243,1:1,1:1,,0.844
1244,1:1,1:1,,0.81
1245,1:1,1:1,,0.844
1246,1:1,1:1,,0.843
1247,1:1,1:1,,0.845
1248,1:1,1:1,,0.84
1249,1:1,1:1,,0.828
1250,1:1,1:1,,0.844
1251,1:1,1:1,,0.843
1252,1:1,1:1,,0.845
1253,1:1,1:1,,0.844
1254,1:1,1:1,,0.827
1255,1:1,1:1,,0.844
1256,1:1,1:1,,0.748
1257,1:1,1:1,,0.588
1258,1:1,1:1,,0.845
1259,1:1,1:1,,0.839
1260,1:1,1:1,,0.834
1261,1:1,1:1,,0.844
1262,1:1,1:1,,0.713
1263,1:1,1:1,,0.587
1264,1:1,1:1,,0.845
1265,1:1,1:1,,0.843
1266,1:1,1:1,,0.832
1267,1:1,1:1,,0.844
1268,1:1,1:1,,0.844
1269,1:1,1:1,,0.845
1270,1:1,1:1,,0.836
1271,1:1,1:1,,0.839
1272,1:1,1:1,,0.845
1273,1:1,1:1,,0.843
1274,1:1,1:1,,0.845
1275,1:1,1:1,,0.842
1276,1:1,1:1,,0.838
1277,1:1,2:0,+,0.654
1278,1:1,1:1,,0.662
1279,1:1,1:1,,0.585
1280,1:1,1:1,,0.593
1281,1:1,1:1,,0.595
1282,1:1,1:1,,0.648
1283,1:1,1:1,,0.605
1284,1:1,1:1,,0.679
1285,1:1,1:1,,0.593
1286,1:1,2:0,+,0.529
1287,1:1,1:1,,0.586
1288,1:1,1:1,,0.807
1289,1:1,1:1,,0.841
1290,1:1,1:1,,0.843
1291,1:1,1:1,,0.835
1292,1:1,1:1,,0.59
1293,1:1,2:0,+,0.617
1294,1:1,1:1,,0.536
1295,1:1,1:1,,0.844
1296,1:1,1:1,,0.84
1297,1:1,1:1,,0.843
1298,1:1,1:1,,0.84
1299,1:1,1:1,,0.707
1300,1:1,1:1,,0.575
1301,1:1,1:1,,0.844
1302,1:1,1:1,,0.837
1303,1:1,1:1,,0.844
1304,1:1,1:1,,0.841
1305,1:1,1:1,,0.566
1306,1:1,2:0,+,0.65
1307,1:1,1:1,,0.843
1308,1:1,1:1,,0.689
1309,1:1,1:1,,0.83
1310,1:1,1:1,,0.786
1311,1:1,1:1,,0.845
1312,1:1,1:1,,0.845
1313,1:1,1:1,,0.843
1314,1:1,1:1,,0.844
1315,1:1,1:1,,0.84
1316,1:1,1:1,,0.845
1317,1:1,1:1,,0.845
1318,1:1,1:1,,0.839
1319,1:1,1:1,,0.843
1320,1:1,1:1,,0.839
1321,1:1,1:1,,0.53
1322,1:1,2:0,+,0.612
1323,1:1,1:1,,0.845
1324,1:1,1:1,,0.835
1325,1:1,1:1,,0.843
1326,1:1,1:1,,0.837
1327,1:1,1:1,,0.519
1328,1:1,2:0,+,0.737
1329,1:1,2:0,+,0.573
1330,1:1,1:1,,0.569
1331,1:1,1:1,,0.656
1332,1:1,1:1,,0.821
1333,1:1,1:1,,0.84
1334,1:1,1:1,,0.838
1335,1:1,1:1,,0.505
1336,1:1,1:1,,0.734
1337,1:1,1:1,,0.666
1338,1:1,1:1,,0.579
1339,1:1,1:1,,0.686
1340,1:1,1:1,,0.83
1341,1:1,1:1,,0.764
1342,1:1,1:1,,0.841
1343,1:1,1:1,,0.834
1344,1:1,1:1,,0.839
1345,1:1,1:1,,0.837
1346,1:1,1:1,,0.842
1347,1:1,1:1,,0.822
1348,1:1,1:1,,0.843
1349,1:1,1:1,,0.814
1350,1:1,1:1,,0.835
1351,1:1,1:1,,0.837
1352,1:1,1:1,,0.842
1353,1:1,1:1,,0.84
1354,1:1,1:1,,0.843
1355,1:1,1:1,,0.552
1356,1:1,1:1,,0.836
1357,1:1,1:1,,0.577
1358,1:1,1:1,,0.569
1359,1:1,1:1,,0.678
1360,1:1,1:1,,0.705
1361,1:1,1:1,,0.763
1362,1:1,1:1,,0.814
1363,1:1,1:1,,0.815
1364,1:1,1:1,,0.834
1365,1:1,1:1,,0.556
1366,1:1,2:0,+,0.701
1367,1:1,2:0,+,0.619
1368,1:1,2:0,+,0.72
1369,1:1,2:0,+,0.579
1370,1:1,1:1,,0.721
1371,1:1,1:1,,0.728
1372,1:1,1:1,,0.719
1373,1:1,1:1,,0.563
1374,1:1,1:1,,0.524
1375,1:1,1:1,,0.576
1376,1:1,1:1,,0.829
1377,1:1,1:1,,0.829
1378,1:1,1:1,,0.783
1379,1:1,2:0,+,0.767
1380,1:1,1:1,,0.727
1381,1:1,1:1,,0.5
1382,1:1,2:0,+,0.533
1383,1:1,2:0,+,0.604
1384,1:1,2:0,+,0.721
1385,1:1,2:0,+,0.756
1386,1:1,1:1,,0.569
1387,1:1,1:1,,0.655
1388,1:1,1:1,,0.844
1389,1:1,1:1,,0.748
1390,1:1,2:0,+,0.53
1391,1:1,1:1,,0.632
1392,1:1,1:1,,0.832
1393,1:1,1:1,,0.82
1394,1:1,1:1,,0.694
1395,1:1,1:1,,0.628
1396,1:1,1:1,,0.843
1397,1:1,1:1,,0.775
1398,1:1,1:1,,0.843
1399,1:1,2:0,+,0.672
1400,1:1,1:1,,0.591
1401,1:1,1:1,,0.828
1402,1:1,1:1,,0.81
1403,1:1,1:1,,0.67
1404,1:1,1:1,,0.61
1405,1:1,2:0,+,0.527
1406,1:1,1:1,,0.641
1407,1:1,1:1,,0.843
1408,1:1,1:1,,0.839
1409,1:1,1:1,,0.702
1410,1:1,2:0,+,0.731
1411,1:1,1:1,,0.835
1412,1:1,1:1,,0.555
1413,1:1,2:0,+,0.576
1414,1:1,2:0,+,0.557
1415,1:1,2:0,+,0.699
1416,1:1,1:1,,0.774
1417,1:1,1:1,,0.633
1418,1:1,1:1,,0.844
1419,1:1,1:1,,0.708
1420,1:1,1:1,,0.844
1421,1:1,2:0,+,0.584
1422,1:1,1:1,,0.595
1423,1:1,1:1,,0.816
1424,1:1,1:1,,0.794
1425,1:1,1:1,,0.716
1426,1:1,2:0,+,0.55
1427,1:1,1:1,,0.834
1428,1:1,1:1,,0.578
1429,1:1,2:0,+,0.631
1430,1:1,2:0,+,0.651
1431,1:1,2:0,+,0.702
1432,1:1,1:1,,0.789
1433,1:1,1:1,,0.654
1434,1:1,1:1,,0.574
1435,1:1,1:1,,0.563
1436,1:1,2:0,+,0.546
1437,1:1,1:1,,0.627
1438,1:1,1:1,,0.811
1439,1:1,1:1,,0.793
1440,1:1,1:1,,0.724
1441,1:1,1:1,,0.649
1442,1:1,1:1,,0.629
1443,1:1,2:0,+,0.578
1444,1:1,2:0,+,0.764
1445,1:1,1:1,,0.709
1446,1:1,1:1,,0.511
1447,1:1,1:1,,0.766
1448,1:1,1:1,,0.544
1449,1:1,1:1,,0.647
1450,1:1,1:1,,0.586
1451,1:1,2:0,+,0.515
1452,1:1,1:1,,0.696
1453,1:1,2:0,+,0.541
1454,1:1,2:0,+,0.51
1455,1:1,1:1,,0.539
1456,1:1,1:1,,0.599
1457,1:1,2:0,+,0.506
1458,1:1,1:1,,0.825
1459,1:1,1:1,,0.706
1460,1:1,1:1,,0.843
1461,1:1,1:1,,0.573
1462,1:1,1:1,,0.613
1463,1:1,2:0,+,0.525
1464,1:1,1:1,,0.581
1465,1:1,1:1,,0.639
1466,1:1,1:1,,0.751
1467,1:1,1:1,,0.507
1468,1:1,1:1,,0.68
1469,1:1,1:1,,0.708
1470,1:1,1:1,,0.828
1471,1:1,2:0,+,0.538
1472,1:1,1:1,,0.5
1473,1:1,1:1,,0.71
1474,1:1,1:1,,0.529
1475,1:1,1:1,,0.579
1476,1:1,1:1,,0.734
1477,1:1,1:1,,0.844
1478,1:1,1:1,,0.547
1479,1:1,1:1,,0.638
1480,1:1,1:1,,0.694
1481,1:1,1:1,,0.712
1482,1:1,1:1,,0.547
1483,1:1,1:1,,0.829
1484,1:1,1:1,,0.642
1485,1:1,1:1,,0.627
1486,1:1,2:0,+,0.557
1487,1:1,2:0,+,0.516
1488,1:1,1:1,,0.641
1489,1:1,1:1,,0.548
1490,1:1,1:1,,0.599
1491,1:1,1:1,,0.768
1492,1:1,1:1,,0.844
1493,1:1,1:1,,0.52
1494,1:1,1:1,,0.551
1495,1:1,1:1,,0.597
1496,1:1,1:1,,0.603
1497,1:1,1:1,,0.54
1498,1:1,2:0,+,0.565
1499,1:1,2:0,+,0.545
1500,1:1,1:1,,0.705
1501,1:1,1:1,,0.588
1502,1:1,1:1,,0.554
1503,1:1,2:0,+,0.51
1504,1:1,1:1,,0.821
1505,1:1,1:1,,0.842
1506,1:1,1:1,,0.573
1507,1:1,2:0,+,0.615
1508,1:1,1:1,,0.513
1509,1:1,1:1,,0.706
1510,1:1,1:1,,0.642
1511,1:1,1:1,,0.831
1512,1:1,1:1,,0.842
1513,1:1,1:1,,0.572
1514,1:1,2:0,+,0.554
1515,1:1,2:0,+,0.588
1516,1:1,1:1,,0.549
1517,1:1,2:0,+,0.511
1518,1:1,1:1,,0.713
1519,1:1,2:0,+,0.572
1520,1:1,1:1,,0.728
1521,1:1,1:1,,0.544
1522,1:1,1:1,,0.836
1523,1:1,1:1,,0.833
1524,1:1,1:1,,0.843
1525,1:1,1:1,,0.561
1526,1:1,2:0,+,0.568
1527,1:1,2:0,+,0.588
1528,1:1,2:0,+,0.518
1529,1:1,2:0,+,0.562
1530,1:1,1:1,,0.529
1531,1:1,1:1,,0.643
1532,1:1,1:1,,0.831
1533,1:1,1:1,,0.842
1534,1:1,1:1,,0.842
1535,1:1,1:1,,0.551
1536,1:1,2:0,+,0.603
1537,1:1,2:0,+,0.619
1538,1:1,2:0,+,0.533
1539,1:1,2:0,+,0.654
1540,1:1,2:0,+,0.504
1541,1:1,1:1,,0.712
1542,1:1,1:1,,0.592
1543,1:1,2:0,+,0.73
1544,1:1,2:0,+,0.54
1545,1:1,1:1,,0.84
1546,1:1,1:1,,0.845
1547,1:1,2:0,+,0.854
1548,1:1,2:0,+,0.837
1549,1:1,2:0,+,0.667
1550,1:1,2:0,+,0.796
1551,1:1,2:0,+,0.824
1552,1:1,2:0,+,0.837
1553,1:1,2:0,+,0.718
1554,1:1,1:1,,0.711
1555,1:1,1:1,,0.506
1556,1:1,2:0,+,0.69
1557,1:1,2:0,+,0.752
1558,1:1,1:1,,0.541
1559,1:1,2:0,+,0.507
1560,1:1,2:0,+,0.63
1561,1:1,2:0,+,0.622
1562,1:1,2:0,+,0.568
1563,1:1,1:1,,0.781
1564,1:1,2:0,+,0.512
1565,1:1,2:0,+,0.706
1566,1:1,2:0,+,0.64
1567,1:1,2:0,+,0.555
1568,1:1,2:0,+,0.775
1569,1:1,2:0,+,0.573
1570,1:1,1:1,,0.578
1571,1:1,1:1,,0.84
1572,1:1,1:1,,0.845
1573,1:1,2:0,+,0.735
1574,1:1,2:0,+,0.668
1575,1:1,1:1,,0.693
1576,1:1,1:1,,0.827
1577,1:1,2:0,+,0.514
1578,1:1,2:0,+,0.718
1579,1:1,2:0,+,0.799
1580,1:1,2:0,+,0.725
1581,1:1,2:0,+,0.753
1582,1:1,1:1,,0.675
1583,1:1,1:1,,0.845
1584,1:1,1:1,,0.678
1585,1:1,1:1,,0.845
1586,1:1,2:0,+,0.654
1587,1:1,1:1,,0.723
1588,1:1,1:1,,0.502
1589,1:1,1:1,,0.591
1590,1:1,1:1,,0.844
1591,1:1,1:1,,0.568
1592,1:1,1:1,,0.58
1593,1:1,2:0,+,0.504
1594,1:1,1:1,,0.553
1595,1:1,1:1,,0.833
1596,1:1,1:1,,0.844
1597,1:1,2:0,+,0.772
1598,1:1,2:0,+,0.82
1599,1:1,2:0,+,0.84
1600,1:1,2:0,+,0.834
1601,1:1,1:1,,0.588
1602,1:1,2:0,+,0.85
1603,1:1,2:0,+,0.846
1604,1:1,2:0,+,0.686
1605,1:1,2:0,+,0.593
1606,1:1,1:1,,0.559
1607,1:1,2:0,+,0.653
1608,1:1,2:0,+,0.749
1609,1:1,2:0,+,0.754
1610,1:1,2:0,+,0.565
1611,1:1,1:1,,0.845
1612,1:1,1:1,,0.715
1613,1:1,2:0,+,0.818
1614,1:1,1:1,,0.574
1615,1:1,2:0,+,0.788
1616,1:1,2:0,+,0.81
1617,1:1,1:1,,0.575
1618,1:1,1:1,,0.608
1619,1:1,1:1,,0.55
1620,1:1,1:1,,0.6
1621,1:1,2:0,+,0.82
1622,1:1,1:1,,0.558
1623,1:1,1:1,,0.844
1624,1:1,1:1,,0.715
1625,1:1,1:1,,0.843
1626,1:1,2:0,+,0.625
1627,1:1,2:0,+,0.843
1628,1:1,2:0,+,0.848
1629,1:1,2:0,+,0.847
1630,1:1,1:1,,0.583
1631,1:1,2:0,+,0.858
1632,1:1,2:0,+,0.769
1633,1:1,1:1,,0.538
1634,1:1,2:0,+,0.575
1635,1:1,2:0,+,0.812
1636,1:1,2:0,+,0.75
1637,1:1,2:0,+,0.883
1638,1:1,2:0,+,0.702
1639,1:1,2:0,+,0.814
1640,1:1,1:1,,0.845
1641,1:1,2:0,+,0.836
1642,1:1,1:1,,0.553
1643,1:1,2:0,+,0.796
1644,1:1,2:0,+,0.85
1645,1:1,2:0,+,0.516
1646,1:1,2:0,+,0.573
1647,1:1,2:0,+,0.816
1648,1:1,2:0,+,0.942
1649,1:1,2:0,+,0.816
1650,1:1,2:0,+,0.732
1651,1:1,2:0,+,0.896
1652,1:1,2:0,+,0.648
1653,1:1,2:0,+,0.824
1654,1:1,1:1,,0.845
1655,1:1,1:1,,0.785
1656,1:1,2:0,+,0.689
1657,1:1,2:0,+,0.827
1658,1:1,2:0,+,0.845
1659,1:1,2:0,+,0.857
1660,1:1,1:1,,0.584
1661,1:1,2:0,+,0.867
1662,1:1,2:0,+,0.82
1663,1:1,1:1,,0.51
1664,1:1,2:0,+,0.555
1665,1:1,2:0,+,0.909
1666,1:1,2:0,+,0.818
1667,1:1,2:0,+,0.757
1668,1:1,2:0,+,0.91
1669,1:1,2:0,+,0.71
1670,1:1,2:0,+,0.821
1671,1:1,2:0,+,0.633
1672,1:1,2:0,+,0.83
1673,1:1,2:0,+,0.853
1674,1:1,2:0,+,0.863
1675,1:1,1:1,,0.584
1676,1:1,2:0,+,0.852
1677,1:1,2:0,+,0.864
1678,1:1,2:0,+,0.744
1679,1:1,2:0,+,0.628
1680,1:1,1:1,,0.51
1681,1:1,2:0,+,0.722
1682,1:1,2:0,+,0.837
1683,1:1,2:0,+,0.671
1684,1:1,2:0,+,0.89
1685,1:1,2:0,+,0.507
1686,1:1,2:0,+,0.922
1687,1:1,2:0,+,0.654
1688,1:1,2:0,+,0.83
1689,1:1,1:1,,0.845
1690,1:1,2:0,+,0.818
1691,1:1,1:1,,0.515
1692,1:1,2:0,+,0.809
1693,1:1,2:0,+,0.841
1694,1:1,1:1,,0.505
1695,1:1,2:0,+,0.648
1696,1:1,2:0,+,0.847
1697,1:1,2:0,+,0.932
1698,1:1,1:1,,0.581
1699,1:1,2:0,+,0.876
1700,1:1,2:0,+,0.665
1701,1:1,2:0,+,0.826
1702,1:1,1:1,,0.845
1703,1:1,1:1,,0.787
1704,1:1,1:1,,0.844
1705,1:1,2:0,+,0.628
1706,1:1,2:0,+,0.848
1707,1:1,2:0,+,0.83
1708,1:1,2:0,+,0.878
1709,1:1,1:1,,0.587
1710,1:1,2:0,+,0.866
1711,1:1,2:0,+,0.799
1712,1:1,2:0,+,0.54
1713,1:1,2:0,+,0.628
1714,1:1,2:0,+,0.878
1715,1:1,2:0,+,0.649
1716,1:1,2:0,+,0.823
1717,1:1,2:0,+,0.833
1718,1:1,2:0,+,0.948
1719,1:1,2:0,+,0.7
1720,1:1,2:0,+,0.832
1721,1:1,2:0,+,0.643
1722,1:1,2:0,+,0.847
1723,1:1,2:0,+,0.817
1724,1:1,2:0,+,0.88
1725,1:1,1:1,,0.587
1726,1:1,2:0,+,0.873
1727,1:1,2:0,+,0.865
1728,1:1,2:0,+,0.757
1729,1:1,2:0,+,0.562
1730,1:1,2:0,+,0.544
1731,1:1,2:0,+,0.789
1732,1:1,2:0,+,0.887
1733,1:1,2:0,+,0.86
1734,1:1,2:0,+,0.735
1735,1:1,2:0,+,0.937
1736,1:1,2:0,+,0.674
1737,1:1,2:0,+,0.829
1738,1:1,2:0,+,0.646
1739,1:1,2:0,+,0.861
1740,1:1,2:0,+,0.791
1741,1:1,1:1,,0.516
1742,1:1,2:0,+,0.815
1743,1:1,2:0,+,0.86
1744,1:1,2:0,+,0.775
1745,1:1,2:0,+,0.633
1746,1:1,1:1,,0.52
1747,1:1,2:0,+,0.755
1748,1:1,2:0,+,0.796
1749,1:1,2:0,+,0.843
1750,1:1,2:0,+,0.695
1751,1:1,1:1,,0.821
1752,1:1,1:1,,0.802
1753,1:1,1:1,,0.805
1754,1:1,1:1,,0.827
1755,1:1,1:1,,0.833
1756,1:1,1:1,,0.834
1757,1:1,1:1,,0.837
1758,1:1,1:1,,0.8
1759,1:1,1:1,,0.841
1760,1:1,1:1,,0.817
1761,1:1,1:1,,0.81
1762,1:1,1:1,,0.833
1763,1:1,1:1,,0.837
1764,1:1,1:1,,0.837
1765,1:1,1:1,,0.84
1766,1:1,1:1,,0.816
1767,1:1,1:1,,0.843
1768,1:1,1:1,,0.821
1769,1:1,1:1,,0.807
1770,1:1,1:1,,0.838
1771,1:1,1:1,,0.841
1772,1:1,1:1,,0.841
1773,1:1,1:1,,0.842
1774,1:1,1:1,,0.819
1775,1:1,1:1,,0.844
1776,1:1,1:1,,0.824
1777,1:1,1:1,,0.807
1778,1:1,1:1,,0.84
